HIP_number_a,HIP_number_b,distance
28734,32246,9.266250500084166
98032,101772,9.269213803255978
69996,74376,9.270628995943651
746,5542,9.270729466605344
102485,104139,9.271814281578585
80112,80894,9.27410884613773
91792,99240,9.276231033731603
26207,29038,9.276996216922667
68523,68933,9.277386907968129
85792,90568,9.279481845150743
79664,85727,9.281255073974627
40706,44191,9.281296126656489
40326,42828,9.282053735715667
38518,42312,9.282338885770134
12777,14576,9.28316690589199
26366,29038,9.283572696972268
11407,13847,9.283609029321692
91792,92609,9.283765243970144
113638,114131,9.287310077843989
25945,29038,9.289617552189517
38957,39429,9.29017068931527
34922,38455,9.29140918081796
76552,77634,9.291498747137046
25281,27366,9.291859689733542
77055,85822,9.293847171046824
90185,93506,9.295507917631545
103227,108431,9.29560202502476
41312,47854,9.295865096591998
30122,33856,9.296661889678997
86414,87808,9.297267851148447
50371,56561,9.29837500242495
112724,114222,9.302283810815705
33856,37677,9.304793748133008
93747,96837,9.306227663734685
42568,48002,9.306255671263054
77233,80170,9.307158868819762
17573,20635,9.309226094499662
93747,96757,9.311811873283949
70576,74911,9.31526941734462
72683,75177,9.31575573043109
37504,44382,9.318698599747966
108085,111043,9.320371987675106
38957,40326,9.324797072716358
109176,112158,9.328483644054204
86228,90422,9.32975438246274
93805,95501,9.332874140112763
107354,109410,9.333156028612436
51849,51986,9.335523480587923
85112,86414,9.335887699878684
28358,28360,9.336483558176761
41037,46701,9.336485225509266
7083,11407,9.339198298538445
14576,15863,9.342236359057067
19812,23416,9.343513868096712
34444,38170,9.34374123652106
74117,75177,9.343846839875185
29038,32362,9.343987236359089
34481,44599,9.345590162499919
48319,54061,9.3495569025334
26241,27288,9.350710012936668
19860,20648,9.353585155480454
27989,31216,9.355022453921867
59196,63003,9.355033820470203
114724,114971,9.359730950070723
33152,36795,9.360138171898846
57803,61932,9.360778698719558
7513,8068,9.360800288098853
85696,89642,9.361571682685888
16335,18532,9.363054518016474
31685,36377,9.363450604956373
24608,27673,9.365869086765066
47508,49583,9.366017772619795
17593,18255,9.36636953850672
59196,64004,9.367736382528074
112447,113889,9.369042979183382
99240,103227,9.369207945023538
68245,71860,9.369815939800418
33018,36046,9.370203807908341
89642,90422,9.370594889583602
104060,105138,9.370671478217567
74946,75323,9.371163399471348
80112,80911,9.373154918518225
25945,26366,9.374550508057522
97278,98337,9.376553964105653
109937,112158,9.378143929779936
57439,62322,9.383962913569352
88635,92041,9.384115020207759
92862,96441,9.384257891161727
50954,61199,9.386016714445685
89341,92041,9.388130638695488
79664,83081,9.388187805234082
10324,12706,9.390441296255064
88886,92161,9.391831191398
67153,68245,9.391959541624791
14838,17702,9.393793497786563
93825,93864,9.393808692329383
14135,16852,9.394191936696405
101076,104732,9.395939630857885
71284,74666,9.396159874706443
94481,98110,9.39649989015358
21594,23972,9.396898986153849
99848,104060,9.39833472543772
112440,113963,9.398653940027694
59072,63003,9.399588827917007
94779,97165,9.399880082428966
14632,17529,9.400061896429682
39794,43783,9.400548883333773
17573,20711,9.401929040705062
82396,84405,9.404373914167394
75264,78384,9.405692225197546
68245,71865,9.406068072139046
51576,57363,9.406415492803914
25606,28103,9.407001050318
40091,44191,9.407437770489587
59173,64004,9.411565474483334
78401,80894,9.415769248243613
34693,37740,9.42426729380754
68702,74824,9.424741773414842
46974,52154,9.42522768449614
18724,21421,9.426474291826333
59173,63003,9.429175341423447
83895,89937,9.43052937707126
24305,24674,9.430661879672183
99675,104060,9.431606776312886
17440,17678,9.435383369974264
19860,22549,9.436174038666577
38455,42312,9.43789604530155
34834,38827,9.441972969090207
39311,42313,9.445393814082292
65477,70497,9.446501213153182
85927,88635,9.447040761111062
37447,39863,9.448086523488264
57439,59449,9.44867573749879
39429,42570,9.450716205401104
82273,85727,9.452796261078838
34834,38414,9.45636401019335
77853,78265,9.458007528778243
45101,51576,9.459026095472097
67153,67472,9.461213327517324
80894,84012,9.462929390820948
15900,18724,9.463603579505943
42828,42884,9.46416930995421
17531,20635,9.466517806385768
89908,99255,9.46771422718442
48002,51849,9.470297786404437
102453,104887,9.470702381600058
53253,58758,9.471952874452366
62434,66657,9.47457558502025
38827,42570,9.475820885534255
53229,53417,9.476782668882143
49593,53229,9.478256243019361
18724,20889,9.478499077060121
17499,20635,9.478819093489362
107259,107533,9.482555604903123
52727,53253,9.482921562745792
82080,99255,9.484386541758447
76333,78933,9.485712093824263
14576,18532,9.486739983339005
67472,67669,9.489581951693935
110130,113638,9.4902691441801
63003,68702,9.49038360353939
33347,35415,9.491865939238524
5165,9007,9.491931888179641
87933,90139,9.491986026127389
84143,87261,9.493624090184182
62434,68702,9.495253730501217
101093,106032,9.495308911021429
26634,30122,9.496433452668997
77634,81304,9.498612954543779
71352,74911,9.499003176525973
6867,9007,9.502095319749008
45556,51576,9.502964607288158
50801,53229,9.50478618189858
45496,51232,9.505038813449538
96757,97649,9.50528274833528
48002,50954,9.506719037874683
61585,62434,9.512886410712376
68862,72010,9.513372006466996
71121,73334,9.52019504943431
46701,52154,9.521697452260103
108431,113638,9.5233974210337
44901,48319,9.523733411882278
39794,42568,9.524809640615166
35264,39429,9.525040673851612
14838,15549,9.529440100656197
113963,115623,9.531297275340838
57439,61585,9.532133721527803
85258,86929,9.532182843247046
26634,28328,9.533876095988902
88635,89341,9.535467666296904
78159,80170,9.536000493312855
102098,104887,9.536167473610957
11484,14135,9.536973444190956
42536,47175,9.537576275865328
26727,29651,9.540505371542496
111169,113726,9.54298621179986
30122,33152,9.543531649766498
86670,90185,9.54975329290635
26451,29038,9.55047755693671
3504,3821,9.550591034580004
54879,55434,9.550894057055059
45860,49593,9.551975056575465
46974,52419,9.552423814290144
17531,20711,9.554763378268522
107348,109176,9.556194368987365
57439,63003,9.557623854849876
23453,27673,9.558379917884832
110960,113889,9.558903615578348
68282,72683,9.561681198257757
21594,22701,9.56415088945788
107533,109492,9.567475238188774
84893,86565,9.571168202087227
23972,27366,9.571532644464737
34769,36188,9.57217687629068
82273,88866,9.572268426119065
25336,26549,9.573257560822974
93747,96229,9.574404153120998
93506,94160,9.582565153278159
45941,50371,9.583204475251174
26176,29038,9.585987233091977
17499,20711,9.588191754988614
70069,71860,9.588530381586159
50583,53417,9.588814205986724
81377,84012,9.588868594847519
106032,107418,9.58937103615693
109857,111022,9.59130658707449
23972,26549,9.593807443179532
71860,71865,9.594667363430304
3405,118322,9.59632759263698
85258,90098,9.596833793732426
105199,110991,9.596945281437785
44382,50371,9.5985427248626
99675,103413,9.602601084288944
110960,112961,9.606305091716578
78104,78820,9.606941100979267
112948,116231,9.607050688882499
23685,24327,9.609529567915843
75141,78918,9.611938883859647
65378,70497,9.614613418321776
19849,22701,9.615253133539245
64241,67459,9.615560790357582
30324,33152,9.616332572002397
42913,47175,9.616388783441977
100751,101772,9.618533255355018
50372,54539,9.62086420339139
59199,60965,9.620871807323871
94114,98032,9.625597148163033
63090,64238,9.628559204089884
10670,13209,9.629405718791235
25930,27989,9.630482545673873
51839,70638,9.630504375765181
30324,33160,9.63121741637619
87808,91971,9.632556542227963
51839,61199,9.634715246975363
18724,19038,9.638999006562264
34088,36962,9.639086062800446
16083,16852,9.64014711675777
72607,82080,9.643445655174554
51576,55425,9.646901419223326
112948,114119,9.647461142903298
87998,88886,9.655111051411701
17529,21476,9.659226085116217
99240,100751,9.659360749930437
72105,75695,9.660234834273743
82729,86670,9.66237529823823
53773,57803,9.663278430636087
16083,18907,9.664450506279831
25930,26366,9.665410092857012
84012,84970,9.666371777295321
9487,12387,9.666461155905298
92862,95853,9.673831667445016
31685,35264,9.67483374906771
23522,30060,9.67516132328924
81126,84380,9.675642196877032
14879,17651,9.675712701444237
85423,86670,9.676250334055082
24244,25606,9.676918174247902
31681,35350,9.680892915918783
44599,52633,9.681495590362223
83000,86032,9.685232468788852
54463,60009,9.687133405537459
29038,31216,9.687901885850001
68895,68933,9.689891484018228
76600,78384,9.692603738923486
112716,114724,9.69286422905768
746,6686,9.693641301995681
51849,57439,9.694892120833087
45941,51232,9.695865279457308
49583,51624,9.697254890711784
21444,22549,9.69825550340868
34834,35264,9.698561127889908
97365,97649,9.699166189562822
77070,78072,9.70007583519672
87261,89931,9.700533144465114
102485,105881,9.705262179357248
24305,27072,9.706598987787968
34834,39953,9.70937365762942
35904,37819,9.715846616367493
51232,52727,9.716090200919723
14838,17847,9.71781295017709
76333,78990,9.718137431305806
27654,31125,9.718204012057614
33856,35264,9.719777134240935
102422,106032,9.72000648418459
26549,29651,9.720039855471038
23522,28358,9.721207229088414
32246,36046,9.721878831320229
80582,83081,9.722814941010121
2912,3693,9.723958435978007
53417,55219,9.725405660001474
71053,74666,9.72557918822475
68933,70576,9.727638413768391
97278,97804,9.730800986653023
26241,28103,9.735410340648587
100751,102395,9.73719743058814
72622,73714,9.740218361864255
42515,44816,9.741543436940034
55084,55434,9.745304076749479
113889,116928,9.745824833140897
45101,48774,9.749417227575918
22701,24331,9.750091155274538
9640,13254,9.75019336782294
106481,111022,9.750848932793568
89642,93825,9.75189097685728
154,116971,9.753114113072435
86974,87808,9.754436245364445
17884,23522,9.757259428560259
22797,25813,9.759224103570604
19343,23040,9.759257723602422
35904,38835,9.75972943663953
66657,69996,9.759785035821999
47854,52154,9.76003126119785
48455,49593,9.7601042588835
30343,34088,9.761073713245366
33347,34444,9.761605363271622
42313,45336,9.76215637280913
24331,24674,9.765298307760657
42570,47175,9.765448106783055
109176,112748,9.767985426757667
22109,25281,9.769251047510474
71860,75141,9.769306376793258
50954,52419,9.769864896816804
85727,92609,9.770930959900195
30438,31685,9.773972739141515
18543,21594,9.774374776749456
32761,34922,9.776104102260172
34045,36795,9.77761066335594
65936,70090,9.778316992314494
78401,81266,9.77840102363762
57936,59199,9.779271223792104
29696,30883,9.780979655116587
85258,88866,9.781590659567277
59774,65378,9.78246861921953
21444,23972,9.784076028056337
76333,78401,9.786335578276402
47175,50191,9.786715317494519
23685,24845,9.787685402024573
78990,81266,9.788422441620227
31407,31685,9.790516013988885
23123,24674,9.790758296196403
90185,94114,9.791543643407518
25336,28614,9.79289937300542
30438,32607,9.79615756714648
48319,53910,9.796928001002508
60129,63090,9.800094385161932
34088,34693,9.803470072178373
26241,29651,9.80655610059931
93429,96468,9.810301027711153
42536,46974,9.810884458824694
25930,26176,9.813675425769777
12777,17358,9.81502384318583
107380,111188,9.815107560237166
39429,43023,9.816352441190155
42402,44066,9.817618043654027
38164,43023,9.81761821858973
26311,27989,9.822018159074576
71683,74395,9.822240203615804
71681,74395,9.823983675822957
30438,34834,9.824510687147933
79664,86929,9.824589538359453
80000,82729,9.824845218710177
22797,25930,9.825908521304255
99655,99675,9.826904830402377
80763,80894,9.827406978533048
8068,12777,9.829693983477025
9640,12777,9.832319910034903
68895,72571,9.832668227464731
53253,57363,9.833075085798711
765,5165,9.833898848572227
39863,42402,9.839337154756763
86670,88635,9.843319423579883
48455,49583,9.845035390621055
43023,46651,9.845914641611229
3821,8886,9.847128733141849
59196,60260,9.847992046123462
32759,35415,9.848315705406808
22549,25813,9.850174192567696
3504,8068,9.850602745231582
82545,86670,9.85332625990171
4906,7884,9.853387494550338
84880,88048,9.853569977345478
30419,32362,9.85578517584515
23123,26311,9.856395160494305
85355,88601,9.857352648414672
68002,70069,9.861223446413744
19921,26069,9.862701060449117
82273,91792,9.862795510641176
60823,62434,9.864278050335594
27321,32761,9.869650802747232
6686,8068,9.869673314312381
35264,37677,9.869742648538407
42312,42828,9.871845441507572
80000,82363,9.873886412222266
63613,72370,9.874741381810262
19587,21594,9.875130561997898
57363,62434,9.875764571472883
66657,71536,9.875817707761101
110130,112623,9.875929120398544
85822,99255,9.876592869176571
3419,5364,9.87783485012151
74824,74946,9.878928532104686
33579,37677,9.878973067352842
12387,12828,9.879412140801465
46974,47175,9.880917893695793
76333,79374,9.882518764838013
27321,32768,9.882553211138744
26366,29426,9.88257695522842
82545,86228,9.88263667405128
68245,72683,9.882666809043144
101093,107259,9.883591594532454
12828,15900,9.886239318386908
110395,112961,9.889830511513452
81852,91792,9.890886849997635
50954,57363,9.891351898535442
82729,85792,9.891877966330775
65109,68862,9.892184835073724
74857,78265,9.897264067973362
78072,80816,9.897459525924654
99848,103413,9.897601271426911
109111,112122,9.898711317145436
104139,107556,9.902567694757268
109937,113726,9.903323730565262
38957,40091,9.904519078448995
32768,36377,9.90566879485471
90422,95241,9.905924936779188
16537,16852,9.906283220174286
45101,50099,9.909557403152704
68862,73273,9.91041835473564
60742,64394,9.911864480656483
45080,51232,9.913537477017256
59173,60260,9.915352057165478
82396,84143,9.915581304215372
67153,70300,9.915793495236702
31125,32759,9.916509125922303
81065,82273,9.920395785024212
86228,89642,9.920704163130472
110003,112716,9.921325091134397
44248,44901,9.922818320979264
48002,53253,9.926333756190498
111954,115102,9.927919815627105
43783,50371,9.929142671979257
3031,4436,9.931779539033696
90422,95294,9.932239919137807
97165,102098,9.932618563900672
59774,65477,9.93806376815639
82514,86670,9.93857878095952
45688,49593,9.93971691560861
15510,19747,9.940415450540403
24244,25281,9.941194257051187
677,3693,9.94135645150999
1599,114996,9.942007608701315
80883,83000,9.942345289763832
82514,86228,9.942391469826148
42312,42536,9.942441982996597
11569,16228,9.94598240920776
77070,77516,9.946185183485717
6686,11569,9.946305232233385
44382,46701,9.9481185351926
58758,63613,9.949989555751651
50583,53954,9.952317655738424
108085,109268,9.953382818567508
68862,71536,9.955004027815388
68862,73334,9.956270267538635
34045,35415,9.956439800041636
26207,29426,9.958308545079937
23040,23416,9.958398734551016
38414,42884,9.960517241275076
16611,18543,9.965131351633225
59747,62322,9.967489915425647
80569,81266,9.968569756961607
9007,9236,9.969698043770306
104858,105502,9.969934240851785
30419,32249,9.972465117013916
68933,69996,9.974704464431257
15900,18907,9.976812219118168
16611,17593,9.978246634986826
80343,81377,9.978875484566284
111188,115102,9.980119754941589
55425,57669,9.983697455246068
71865,72571,9.986191017871208
82273,82363,9.987108037014911
35350,37740,9.98767642516351
13268,16335,9.988155091030945
16537,19587,9.9898360508307
2484,7588,9.991075824682245
76552,80582,9.991320854186807
80883,82673,9.992002339411663
70576,75264,9.99273934360052
22957,25945,9.994425073168404
100453,101076,9.994973229350627
32761,38827,9.995376834230933
85696,88635,9.997563613101025
14632,19343,9.997846487235563
55425,60260,10.00346446160145
35550,36366,10.00549017296023
68702,75323,10.006832442425445
47175,51986,10.007511777346588
85792,90422,10.010131479879728
14328,19167,10.010404259163957
62896,64004,10.011385471630076
112748,113963,10.014160078173187
98688,102485,10.015823186965738
109857,112724,10.016023955311399
26727,27989,10.017103510920697
21881,22957,10.018807274968946
99473,102624,10.019719635867736
76470,78990,10.022513497496114
3504,4436,10.023784269778247
35228,40702,10.025104086929288
106278,109074,10.026964966589668
65936,70300,10.027371941811081
27072,30324,10.031371942900444
78933,81266,10.031537910547705
45101,51232,10.032248900161635
85112,87998,10.035236784579332
25428,28734,10.038056284843076
81693,84379,10.046727344725115
29426,30419,10.04742367178958
37279,40526,10.047431432268498
31125,34981,10.048921989017074
78265,80569,10.050433788486831
74785,77516,10.05088336597481
69732,73555,10.051515190083414
68245,71536,10.052991397183506
12843,13701,10.054887926163648
87108,89962,10.057712211597458
19343,23416,10.060146851530723
82673,85355,10.062687361179227
52727,54463,10.064996583089547
41307,42313,10.06616944734939
77622,79593,10.066372109057577
34088,37740,10.069380147153671
22957,25336,10.070795420315317
37677,38455,10.075187685389574
105319,109268,10.075479843721698
34922,39953,10.07748945424285
92862,94779,10.077776690174419
18246,19038,10.079436540346242
76470,78933,10.07958575005297
45336,47508,10.08463040229461
55084,57757,10.085730612455608
53910,59774,10.088165249327867
58948,60129,10.088296066218408
71908,79664,10.08865715696727
20205,22509,10.092308417340176
30324,34045,10.09564367832057
51232,57439,10.096891692382366
74376,74824,10.097002659866172
17651,18543,10.097377062506578
38455,42515,10.100629502321981
15863,16228,10.101917816219029
25428,25945,10.103343753397072
71075,74666,10.112851914747713
21594,24845,10.115136202454288
5542,8886,10.115214030393261
101769,104858,10.118023108667396
52419,59929,10.119750731554406
23972,26311,10.119897108394794
90098,91792,10.121784598841773
70576,74395,10.124078240435217
64004,68282,10.124303622303918
35228,44599,10.129148291072138
30277,33856,10.129905630371757
85792,87073,10.135177073145233
93244,96757,10.135309224691389
83153,84143,10.135644952127683
21421,22449,10.135901312667013
46974,53253,10.136424698563696
13847,17797,10.137074424495578
14668,18532,10.13842337190966
22957,26207,10.140673556951983
87998,90139,10.143051779200993
22701,24845,10.144920045978033
12387,13701,10.147045303853318
30788,33152,10.147942982221316
64004,68523,10.148327742510544
45238,52419,10.152231356754141
61281,70692,10.154373190581403
7097,7884,10.156229250960685
25930,27366,10.156674076719542
62434,64004,10.159383130095154
78384,82514,10.161328638790641
40526,43813,10.163309944255511
99655,105199,10.166881852303689
61932,66657,10.167031917802468
76470,80112,10.167967514674434
59199,61174,10.168349033377579
55425,61084,10.169862825394306
97433,102422,10.170361397764776
95947,97365,10.170546197284903
1170,1562,10.17550906270741
95947,96757,10.176361385260028
86170,88635,10.177104057909082
21402,23123,10.182728607999167
25247,28103,10.188481780651788
71865,73807,10.18939368558088
23972,25930,10.192428713716245
75177,78104,10.19336890172832
2484,9236,10.193593887941015
54682,56343,10.194801122160987
85693,88886,10.195941470612713
88794,92420,10.197358431058419
80112,81304,10.199341045012174
2484,114996,10.199802651806182
82729,87073,10.199857403919891
90568,95294,10.200307885187808
14146,17651,10.201193563549873
42312,46651,10.202639359978933
33347,34981,10.203250963078705
71121,75264,10.20448242676909
49841,52943,10.205865246410992
31592,34444,10.207431225878496
113889,114724,10.208800129565915
44382,50954,10.209142893895933
77853,80975,10.211141981356612
60260,60823,10.213469291212041
4906,7097,10.21549848707104
21248,21763,10.217589664131232
22449,25813,10.218643059819627
70300,74117,10.221161185254491
101421,104858,10.221189735678283
68756,75097,10.22160872953705
102978,104139,10.22209562805443
41704,48319,10.223148036724417
17847,20455,10.226775375016349
61359,64962,10.227130818171272
30277,31685,10.227278358521541
93244,96837,10.227597098972497
24305,27654,10.227812466949254
54061,59774,10.228752159312487
43783,48774,10.22903585633471
14354,18532,10.229690902022126
54872,57632,10.231239374911679
26176,29426,10.231993031790974
69996,74911,10.23358554615136
68245,71121,10.23455307487133
39757,43409,10.236318537326762
26634,30788,10.238596351859684
73334,74395,10.2388471566633
96229,96837,10.239136295371917
37819,38518,10.239491921504241
25247,25985,10.239660969423698
22957,26176,10.241089498920555
14354,16335,10.242732371494922
30277,31125,10.24365907419866
20635,21589,10.246061481115404
93864,94114,10.246983431070584
109268,113638,10.248297103009
60000,61585,10.248610841298682
105502,107310,10.249393210183904
54463,60718,10.25267294314795
42536,45101,10.253467191270703
89341,93085,10.254125204030089
78384,82545,10.255548800471624
34769,36284,10.255622512931458
70300,71536,10.258534576477476
37229,39906,10.260860832863926
109937,111022,10.262044366150622
25930,26207,10.262842963308962
49637,50583,10.26551014925118
84380,86414,10.2660576974921
92420,95947,10.266899769270813
57399,59774,10.267533260671355
54872,55642,10.268935070368146
84970,86263,10.270657675455896
80763,84405,10.272412841624886
22109,22449,10.273516770325696
97165,98110,10.276823754166223
70090,71860,10.277516628606095
35228,44382,10.278260699586168
82396,86170,10.27918588903731
14354,15549,10.280853512827903
16852,17378,10.281498997677382
39311,42799,10.281942614277085
61281,68756,10.282108446074036
34981,38835,10.282449446196777
31125,35037,10.28253729107852
86263,89341,10.282883171646485
90568,95241,10.283886108256855
8796,8832,10.28473758299664
74911,80000,10.28682501195034
39794,48002,10.288123428890154
71865,75264,10.288508679281307
19587,22701,10.291258697111303
17448,17529,10.2918203747384
53417,54879,10.29266623281677
89931,93864,10.293468029560985
42536,42884,10.29536665440257
107418,110538,10.29567681902234
112716,115438,10.297367442835034
78104,81304,10.297690734804045
52154,56561,10.297783916783942
76600,80112,10.297805363226036
14354,17448,10.29801394270432
21248,23685,10.298808709883094
52633,61199,10.298838934556066
35037,38835,10.299014632121992
57669,63613,10.300161314980343
44599,45101,10.301776573669907
3179,5434,10.302526844823142
90422,94160,10.308459660861416
20894,22449,10.308670563451612
9487,12706,10.308994612799893
72571,76470,10.310442744804336
77450,80816,10.311186548596762
82673,86032,10.312360116252458
83895,87585,10.312423440904938
77622,80883,10.312990164558919
79374,81266,10.314803557192453
45080,47175,10.318717603456626
114341,116971,10.320575316488434
45556,47175,10.322271899195872
57669,63003,10.322743971030874
19780,27100,10.322968837527112
44066,45336,10.324119384832809
8198,8832,10.324782223186656
55425,58758,10.327443236292455
52633,72370,10.328559680264917
69996,70069,10.32941881765526
55642,58948,10.330160663147641
34922,39429,10.330896833431181
23416,28360,10.330924801732142
86974,90139,10.333598417531247
98110,102488,10.333759470239231
24436,27288,10.334894808874783
52419,60009,10.335577978374154
35037,35264,10.336581274283652
93194,95771,10.337412848872587
101958,104858,10.33761053559891
21594,23685,10.338631675169667
78104,79374,10.34064566323731
46750,50335,10.341286807700742
9236,10602,10.344155703304375
44191,47175,10.34519385021068
765,114421,10.345288272423034
33347,36795,10.345945004817045
45080,51576,10.346351775950827
81693,85112,10.347035042152115
104858,107348,10.34732294621522
21763,24327,10.348936539313005
23767,28360,10.350904488729052
88267,92043,10.351952975296106
102281,105502,10.353270024875238
68862,71121,10.3584064879045
38518,42913,10.360180983435063
86032,87108,10.360432245366049
89642,94114,10.361500050963105
64241,64394,10.361928996693122
3405,9236,10.36265517127495
5364,8102,10.365524079737872
53253,59072,10.366119509467302
38957,42884,10.366833797063457
24331,26241,10.367887569579796
49637,49641,10.368811791678844
37819,39953,10.369154696058533
98337,101958,10.370563867014203
23416,27673,10.371132227193163
77634,80112,10.371488939136809
27913,29696,10.373946809531756
111043,113638,10.375040572484695
52154,57439,10.377091686151822
17847,20889,10.379684305959147
71075,75411,10.380311336527313
45556,51849,10.381314297487725
69701,73165,10.382224470409854
81266,82514,10.382430158504958
11407,15510,10.384387929272801
9884,13209,10.384510278687609
45238,51839,10.385003856589352
22509,25813,10.385893986641417
81266,82545,10.386098131634935
69673,72105,10.386205014670553
87073,88635,10.386207328106819
99255,114222,10.386298576136676
89826,92862,10.392501807008482
93864,95168,10.393164564721053
20713,22449,10.395495497282596
45496,51576,10.396991166246133
31592,33856,10.397340821267107
20885,22449,10.397956548614145
78384,80582,10.400458664789126
33579,36795,10.401173388158496
28328,30277,10.402846140104892
23972,26727,10.403746851786487
12828,16083,10.404027187214655
12394,18744,10.404975233489196
61084,66657,10.406187936617254
13268,16826,10.410072563985944
80816,81693,10.411598606486566
41037,47854,10.411853215149288
42913,48774,10.412084949551916
105199,112724,10.413762344306809
90185,94160,10.41401716803405
35550,36850,10.414731196623645
41312,45496,10.415033461283398
94114,98412,10.416508032714873
46750,49583,10.416535352368816
33152,37229,10.416808122382783
100453,104887,10.417471482727727
71121,71683,10.417716559257713
71121,71681,10.418027250559554
41312,46974,10.41976328459083
9598,116727,10.423337347239386
45101,52419,10.42537547609101
92855,95168,10.426939005199939
765,116231,10.428088107215574
33977,38070,10.429914000961205
38455,38957,10.430157405270773
68523,73273,10.432658066595563
54061,58001,10.43572839755685
76552,80000,10.44793220012307
84345,84379,10.4482027354447
114724,116928,10.448986799317755
45238,45556,10.449549481814952
18532,19167,10.453516860647941
17847,20648,10.455017974407424
89962,93429,10.457763225366461
82363,88866,10.45838664204962
28734,31681,10.459575523677604
101093,108917,10.46007817589836
86170,90185,10.460258095332515
62956,67301,10.46064363864476
31407,34922,10.46101497746508
68002,70090,10.461706901272175
83081,86929,10.461880017605607
64004,67472,10.462297468646831
67472,71860,10.463373765065201
33977,37677,10.46427246308777
18907,20205,10.466490562022038
23416,28404,10.46805288456283
82080,89937,10.47128253134796
8886,13268,10.472722694597376
45941,51849,10.473601534259707
74395,76552,10.474822680594913
105319,110130,10.475976747646179
30867,32349,10.477932730510508
19167,21476,10.479845442433698
38518,42884,10.480568453549209
84379,87933,10.481358946451078
98337,101769,10.482203808618076
109139,112716,10.482769266379215
106481,110538,10.483223623881333
25945,29426,10.485032286394246
40326,44816,10.488747045915948
21589,21881,10.491084435312658
27366,30867,10.491864981037153
19893,21770,10.492040079162225
26311,26366,10.492336233115367
38455,42884,10.493264968671228
93747,97278,10.49415182717985
25428,27913,10.49480864977129
43103,45688,10.494855879797917
55425,57803,10.494875855054007
100064,102624,10.497466579817262
34481,45238,10.497615989310813
38164,42884,10.498138416486427
18255,21444,10.498255280825154
90185,92855,10.500540646282467
68002,72683,10.500892445029436
32362,32578,10.501762754209967
113963,115830,10.502400051409401
67457,68282,10.502911077887697
40702,50099,10.504871280808194
87073,88714,10.510285338117821
38164,42536,10.518247821633748
59747,61932,10.520878197910346
33856,38070,10.521013251348755
39429,42828,10.52121040767344
45941,48002,10.521632840835316
80582,82514,10.522280886844177
42568,45238,10.523004782828316
74857,75141,10.523548861004747
94648,106032,10.524397953419657
62867,68002,10.530409581750204
78527,83895,10.53204728397217
69996,74395,10.53283189462006
53253,59747,10.53291083245324
56561,61199,10.535483730500687
42536,44816,10.54168756148019
100027,102624,10.542179942446523
35228,45238,10.543236322903013
30343,32249,10.543815505940756
5364,8645,10.545946816265307
71121,74824,10.546719568956629
63090,66249,10.55307500903984
76470,78820,10.553783772084044
59196,62434,10.55514688374187
83207,86974,10.555527210787778
41704,44901,10.55565289974691
35228,40888,10.556001492666848
90496,94141,10.556430720387004
56343,59199,10.55645625078505
71957,72622,10.557402737071651
81304,84143,10.558341541696525
68756,72607,10.559426383685642
38827,43023,10.56128911227253
16369,18907,10.561983307327333
17702,20455,10.562616514501418
24327,28103,10.562879097551892
98036,101421,10.563233013167554
72370,74946,10.564771913189194
93825,98032,10.565499562185499
78918,81266,10.568070019141869
15549,18614,10.568586839691053
21393,23685,10.571640821768694
51576,58758,10.57180614069901
4906,8198,10.57192056383413
36188,39311,10.57285530158066
30867,32578,10.572958565033115
48002,48774,10.573609128808974
32768,38827,10.575356520392546
44382,52419,10.57556187686561
85112,86974,10.577311638055813
65477,68756,10.581860721006283
33977,38170,10.585311843502026
80582,82545,10.586241469352144
8198,11484,10.587628678865464
107259,112724,10.589393275655784
24436,25985,10.58957934445433
5372,82080,10.58958192807539
22701,26241,10.592211880160704
22109,25247,10.592271249401758
14668,19343,10.593849710039082
18255,18543,10.594747608369326
102488,104060,10.594751164967224
32768,38518,10.596609613507882
32607,39794,10.598268979354733
42570,45941,10.59939280158143
44511,45496,10.60207895627291
26451,30343,10.603210984231652
37677,40706,10.603770520575502
85927,90185,10.60432977452227
51232,51986,10.605047006209036
94713,95947,10.606776092802582
16537,19849,10.61094194761248
45496,51849,10.611247811823077
39906,43067,10.611251448979276
45238,50371,10.613683174062405
31685,32761,10.615260310595136
74946,81852,10.61541467045377
42911,43103,10.616601097968012
95947,98337,10.618227090793775
9884,10670,10.619535507718044
100453,105102,10.62014542759035
89642,94160,10.623392073074916
104732,105502,10.625021566417221
57399,61317,10.625322937062425
61199,72370,10.626588672609255
43023,45941,10.626978702061646
23685,24244,10.627884890909717
59173,62434,10.629266484769643
78159,81693,10.630437234816267
98495,105858,10.630528442770233
85112,87933,10.630881470974906
92420,92862,10.633102612277625
93015,102395,10.636525917731333
33347,35037,10.636600260612024
110997,113638,10.641035922516757
38414,42570,10.642173445506364
72571,75177,10.642875014981083
3821,8068,10.648247037898111
1562,116971,10.648442507880011
34834,37819,10.652290802429718
59747,61585,10.654485027062968
71865,74857,10.654963921932548
44066,47508,10.655043415676403
40526,44066,10.655986578677886
100453,102453,10.656737558768468
84345,85355,10.658980211299877
2920,8068,10.660840652875995
106481,111169,10.660999124032536
40888,50099,10.661213857340272
64241,67927,10.665076958712309
93429,95501,10.667145633685926
14879,17874,10.667853342988021
21444,24436,10.66883947681957
100587,104732,10.669167838204642
76470,78918,10.669469177226368
50099,52633,10.6730382353281
