HIP_number_a,HIP_number_b,distance
88267,88886,1.8619489865044336
38164,38518,1.8621998504966055
29655,30343,1.8674166243431605
73807,74117,1.8851266996982565
42536,42913,1.9025909803963719
61932,62867,1.9046103855224945
91262,91971,1.938585397732989
22449,22509,1.9478061237390532
53253,54463,1.9516406430466535
51986,52727,1.9643828718518177
10064,10670,1.9662562568251254
49637,49669,1.9733640524606313
92420,93194,1.9759888558897547
51839,52633,1.9874986953214093
68002,68523,1.993751286830774
42568,43783,1.9980615572949605
72683,73334,2.016415762566539
35037,35415,2.018591774294929
51849,52154,2.020283296288141
80112,80763,2.0283333591167474
39429,40326,2.0288402412715687
73807,74376,2.036943384199526
57669,59072,2.0448502606537025
78384,78918,2.0455437782096517
29807,30277,2.0543714215508033
20205,20455,2.0574410954486315
33152,33977,2.0607556872351003
91971,92791,2.0612628385869427
97278,97649,2.070258566174846
20455,20885,2.0784509557230537
16335,17358,2.080745436072545
80569,80894,2.08811423743415
102485,102978,2.0897239517946575
20455,20713,2.0906198965241773
45496,46701,2.0914706951698654
20648,20885,2.0995177933628493
17448,18246,2.1174964151538167
20455,20889,2.121298716925745
34834,34922,2.127752970056636
15863,16335,2.129465984206064
20205,20885,2.138755008361716
33856,34444,2.1398365201990717
59929,61585,2.14361377172844
71536,71860,2.145197302532593
59199,59316,2.145277405108662
20205,20894,2.147770151528565
101093,102422,2.151412912394072
70692,72607,2.1532094358283667
20455,20894,2.1621600246695807
86742,87108,2.1635203747148797
100587,101076,2.17169069150143
116584,116805,2.1798149434047813
87933,88794,2.1917279419873945
14354,14576,2.1922020588285074
20648,20894,2.192503654966886
43109,43813,2.194411531852638
84405,84970,2.2011279920940465
24244,24845,2.205161428327959
45556,46974,2.218210807998372
25859,26634,2.2249776331458744
56561,57439,2.2283267941530998
1599,118322,2.2353750501339054
46701,46974,2.236170353159345
27072,27654,2.237393627456352
42515,42828,2.2412690890912597
38414,39429,2.2417991702580715
37229,38070,2.2467913584087706
7607,8068,2.2557885186589046
110395,110960,2.2558354676963748
92041,92855,2.256202125835074
77952,79664,2.2737485806444138
1599,2484,2.2830682364882926
110538,111169,2.291083840973138
80763,81266,2.291406379899312
21444,22109,2.294226703779825
31700,32349,2.2976194144230893
41037,42568,2.301248996518331
60823,61622,2.307194535648621
31407,32761,2.314955013059709
33347,34045,2.315459380665486
20648,20713,2.318720214618589
109857,110991,2.329905992361001
100064,100345,2.3489452369589356
107259,107418,2.3533225462408054
80343,80975,2.359811707321801
79101,79992,2.3619347052028212
24436,25247,2.362275293904244
19167,19812,2.366621305545553
36962,37826,2.367855712688149
42313,43109,2.3761877325171175
112623,113638,2.377527317834305
42313,42402,2.3783163721708043
27288,28103,2.3788946337897956
93825,94160,2.3838022273107353
92043,92161,2.3839793473027706
45941,46701,2.390239575599547
61199,63613,2.394427891961349
38455,39429,2.4002640712814176
78401,78990,2.402094824126815
93506,93864,2.403204689464976
3693,4463,2.4112491566736476
73807,74911,2.4122569320196665
109492,110991,2.4146757091704805
100027,100345,2.4155193578397434
37229,37677,2.4158974601350125
21402,21589,2.4291123417844456
87998,88794,2.430249545833068
36046,36962,2.4376865459976966
62867,64004,2.4411780411330493
17378,17593,2.447564599014274
45688,45860,2.4506238845239516
86670,87261,2.4605250715380618
78401,78933,2.4647768344785312
20713,21421,2.4662092004644887
14632,15863,2.4703308027628417
77233,78072,2.4848375186985874
75695,76127,2.508201822785989
74117,75264,2.516764276528721
94779,95853,2.5204955396567703
27673,28380,2.523009414595512
60823,61932,2.5257214845650737
77070,77622,2.5395385084501374
112716,113136,2.5416560325739903
68002,68282,2.5439256290142898
43783,45101,2.558636018804421
16537,17378,2.565851925242462
36962,37629,2.572162619420523
47854,48002,2.5722729471552737
61622,62867,2.5728195554797564
28734,29655,2.5900380105654475
111022,111169,2.5919455015504433
15863,16826,2.599990772968718
85927,86670,2.600637392304836
86170,87073,2.6020077851276042
43783,45080,2.6110626375293307
44191,44816,2.6234158877769453
38170,38835,2.6285557561370343
57439,57669,2.635481137587645
34481,35228,2.639940278084075
71865,72010,2.6411319928790618
59072,60718,2.6464823896466148
114119,114341,2.649079252879564
32349,33347,2.6524016135756763
75141,76297,2.652643468321581
45496,45941,2.6605341687447988
19167,19343,2.6606163935759386
58758,60718,2.6648929810806545
62434,63003,2.6668895178054597
20205,20648,2.6738799291236206
101769,102532,2.6747866971849312
38957,39953,2.67726287302316
59747,61084,2.681484929197532
42313,43234,2.6841635955029752
2920,3179,2.6879959937860836
59929,62322,2.688186116464768
86263,86565,2.688422424229681
51849,53253,2.690550320163809
42313,42799,2.690678904594922
30343,30883,2.691850997855039
71762,71795,2.692093735900102
86929,88866,2.6995225582844187
68245,68282,2.7038538444763107
97649,98036,2.708600482807206
23416,23767,2.7212606464232043
89642,90185,2.724577905826852
47908,48455,2.7271934564787883
34444,35415,2.7337011375401294
25930,26727,2.736119133679609
23416,23453,2.7491828841296417
88866,90098,2.7517294734368813
42799,43234,2.762756730860277
60260,60718,2.768815186449142
53954,54872,2.7828923045323752
77233,77450,2.787068857474603
93085,94141,2.8083949211954513
25281,25930,2.818361666163943
73273,74117,2.831563747248579
38835,39757,2.8316914722005033
75695,76267,2.832338564056139
83081,83153,2.833464491055608
33977,34444,2.83349028828572
38518,39953,2.834835302770341
23972,24674,2.8349357180634187
67472,68282,2.8487120811746056
25945,26451,2.850347926726277
25930,26549,2.851515506339663
97365,98337,2.853207738717528
27989,28614,2.862797060761723
20648,21421,2.8666271358551025
80000,80582,2.867843559894572
22109,22701,2.8678710251826827
26634,27628,2.870235462390853
57439,58758,2.8708039513092327
67459,67927,2.880254425875753
85696,86670,2.8838168227882357
114222,116727,2.8944805159145925
13254,14354,2.8986137894204185
2912,3092,2.905240099133319
79374,80343,2.906510147257424
74946,76440,2.911632800435082
45556,46701,2.913956431059162
86974,87933,2.9199801102283955
50371,51232,2.921817225807026
45496,46974,2.925759004828493
37819,38414,2.934643678128113
113246,113368,2.9392091879598885
92855,93864,2.9414490418214783
94160,95347,2.9450040017461427
44599,45238,2.9578663962765637
57363,57669,2.9708847737617146
51576,52419,2.9783839407128045
81304,82396,2.986591073782265
51232,51576,2.990427805602447
23875,24674,2.9959735796569347
32761,32768,3.0074527092092382
39794,41312,3.0114472201579368
61199,61585,3.022646446258408
30122,30788,3.0244611624340814
45080,46974,3.024623859563398
80170,80816,3.0400352478267734
57363,59072,3.043802659782752
37229,38170,3.053066720065731
78401,78820,3.0571442935315116
12387,12706,3.058779950806074
3821,4427,3.060714851346257
114724,114855,3.0627450723744225
5372,11767,3.0660123334949665
86170,87261,3.0731567151655237
77257,77622,3.074038097685648
115830,116771,3.07600911190202
43783,45556,3.0785730967419247
74117,74911,3.0832760647426456
56561,58758,3.0862417149650345
77450,78072,3.0974448072077463
107310,107354,3.098145619365847
103413,104060,3.1084028748606287
68523,69996,3.112407418963174
87073,87261,3.115728891053677
90422,90568,3.118981018224825
25606,25985,3.122403530710133
34922,36377,3.1229087497279306
45101,45556,3.123066603751287
78104,78265,3.1304083075782887
33856,35037,3.1305020137811392
13268,14328,3.1385773627849094
67464,68862,3.141416480592779
42799,43109,3.14640443992352
36962,37740,3.1508828982193218
68933,70090,3.1539609780335427
37677,38070,3.1633557638188763
25281,26311,3.1668769507399936
57669,60009,3.168372032821725
59196,60823,3.1691210792065583
13268,13531,3.1755908888983204
61084,63003,3.1766909144472995
19780,19921,3.1803033710093382
20889,21421,3.187321404951184
116584,116631,3.18933289235473
72607,75097,3.1906251920074373
9007,10602,3.191736565691169
87108,88192,3.1923313553774557
55282,55705,3.196465297972692
61585,63613,3.2036057966518436
20635,20889,3.204601355010193
59173,60823,3.2049173029306495
33856,34981,3.2059439503578355
52943,53740,3.2077759724256993
23972,24244,3.210325597619617
104887,105138,3.212493603442012
20885,20889,3.2181453665092943
17593,18543,3.221714107587917
108085,109111,3.2302677626009015
31592,32349,3.2333387043529673
42884,44191,3.2336154645757245
17440,18744,3.235115728589423
80569,80975,3.240711209866388
85927,87261,3.241795447114583
38164,38957,3.2448389009609793
22549,22797,3.2542904558519576
102453,102488,3.2543799320388027
35037,35904,3.255581678365032
114724,115033,3.2556566645294645
24305,24327,3.2650564239400617
74911,75264,3.2652471042000153
20455,21421,3.271558380030678
82363,83081,3.27306438158753
71352,72683,3.2776835638235715
40091,40706,3.2802634673124853
43023,44511,3.288920508024505
22509,22549,3.298180990515493
84893,85340,3.3019324904481135
31407,32768,3.304275615559233
45080,46701,3.305186514352755
20889,20894,3.3095091366692033
57363,59929,3.3118685205119576
15474,16611,3.317306983026317
51232,53253,3.3189289540434643
67472,68862,3.3225535783492273
95771,95947,3.3262336889099045
16083,16369,3.330250465180852
59449,60823,3.3356583540146825
88635,89931,3.3377349593753776
114341,115438,3.339359297662158
82729,84143,3.340629808514694
46750,47908,3.3413577739220384
45080,45101,3.35028558716017
34481,37504,3.355022378737153
74376,74395,3.3620165839761778
113889,114971,3.363186457398996
61084,62434,3.364293490911758
33579,34444,3.364959028302845
60260,62434,3.3659002024992515
76952,78159,3.3694011766532648
70576,71860,3.377439667534745
65109,65936,3.390371852993295
23416,24608,3.392607858673132
12486,13847,3.3939106276129243
30122,30277,3.3949601973881225
42312,43023,3.398365008463565
42884,43023,3.4047918461859585
26241,26549,3.411317494368156
16611,17651,3.423721070783761
25247,26241,3.4251187625609134
24305,24845,3.4282567481329442
71121,71860,3.4285738503704817
18744,19921,3.431672313676121
112948,113368,3.432519765777078
86228,87073,3.453416143075024
101421,101769,3.4572331333141326
26069,27100,3.465438205726845
44382,45238,3.467563948288249
42402,43234,3.4704717708673236
76440,77952,3.48219382701076
84405,85340,3.4823862454233194
90098,92609,3.4879633190997184
105199,107418,3.4880757153576263
51232,52154,3.496988391257855
74117,74376,3.4978742283447857
75264,76552,3.497900956983929
17529,18532,3.4998140046174164
71284,72105,3.5022021731892523
78265,78401,3.5085867996216953
72683,74117,3.5122670671645353
59803,60965,3.5130941451841284
59072,59929,3.513984545682749
31681,32249,3.5152101527231006
29807,30788,3.516844674246854
101076,102453,3.519721433983213
60260,61084,3.5231831347430385
23875,24436,3.5300086744728683
46974,47854,3.5311969723033223
67464,68282,3.535153313420345
70300,71352,3.544112363836192
36850,37629,3.545038250656003
3786,4906,3.5450681844986267
29651,30867,3.548958340992101
68245,68523,3.5575495696581303
30419,31216,3.5590819951749557
30324,31592,3.5595638288578195
2599,4427,3.566974347469424
25281,26549,3.569702451208012
33977,34981,3.578780217719107
46146,46750,3.5932912562495893
38164,39953,3.6000537311323173
20713,20889,3.6030885836591464
88886,90139,3.609355590319395
86974,87998,3.614116682069458
4427,6686,3.6176851721721874
107259,109492,3.618087499092891
60009,60260,3.618443387553756
30324,31700,3.6206754280053626
58758,60260,3.6252200687746674
73334,74117,3.625610961581251
765,2072,3.62955414897469
37740,37826,3.63330169458872
70576,71352,3.6343052172252337
68862,70300,3.6412132063144598
99240,102395,3.645773405400683
92420,92791,3.64979002839983
38070,38835,3.651373674664949
110395,111497,3.652161238096545
50335,50583,3.6573625242634824
75141,76552,3.660309123722674
34981,35904,3.66581795195811
42402,43109,3.6677706469591933
25813,26366,3.6694334143911984
20711,21881,3.6727779264626186
20711,20889,3.6728292241751985
25813,26176,3.680010744336862
23875,23972,3.6813537806244607
79374,80569,3.6924231403001784
15863,17358,3.696874302907922
42312,42570,3.697659592837565
41312,44382,3.6995852952786636
38455,40091,3.7010046897689564
62322,63613,3.7054718209031825
24244,24436,3.7089169997810765
44901,46853,3.716641297930353
44511,44816,3.7270202570470548
87108,88290,3.73613396975738
88714,90568,3.739818658082582
22701,23875,3.740554693196903
33977,35415,3.742514328892639
83081,85267,3.7438127386276596
38827,38957,3.744424268185765
92175,93429,3.7447685550662233
27913,28734,3.7463871546480103
82396,82545,3.749102261793398
71957,73165,3.7531129184824676
84379,85693,3.7663143606838134
10324,11484,3.7668915363347883
82396,82514,3.7689104702689615
52154,53253,3.7735890380471986
83081,85258,3.7795441150583757
56561,59072,3.7800051429994252
23972,25247,3.7816501158146263
38414,40091,3.78305070620205
40326,40706,3.7931041639794314
7884,8198,3.799632031266297
80343,80894,3.809881644440674
67472,68523,3.8113078843746018
85696,87261,3.8120288456684834
84012,84880,3.8324208833535462
68282,69996,3.8454683611968603
95241,95347,3.849348756373628
56561,57363,3.8517162346524825
85693,86974,3.8528954893475538
23123,24331,3.8573520538047257
73807,75264,3.8621354553549025
68282,68862,3.865960844697338
111043,112122,3.870351034114882
26634,28199,3.8707061395848807
12777,13531,3.8712944584791544
4436,5447,3.8719964609150392
57363,58758,3.877034675175709
116771,116928,3.8796914989770173
51576,53253,3.884804952419384
14632,16335,3.885658811427527
28199,29807,3.886316304273181
80911,82396,3.887534440549811
94114,95347,3.889773076609605
44127,44901,3.8898276842819075
81126,81833,3.890556483846316
84893,84970,3.8923642086286683
21402,22509,3.8969493405730407
33152,34444,3.907082601668575
14576,14668,3.908729784245809
114341,115669,3.912050221576781
13531,14632,3.915107101342191
104139,105515,3.9161057374713573
47854,50371,3.9234344445232234
92855,93506,3.9321282669675783
8903,9884,3.933092442168821
45101,47854,3.934631737533692
102978,104234,3.9360666817136143
42568,45080,3.944906870348338
91262,92791,3.946238780444443
102422,105199,3.9474635276402754
20635,21881,3.9495326657516867
14328,14632,3.950825220615418
71860,73807,3.9508433733150032
25336,26176,3.9515117813287497
31681,32362,3.9542774267452154
59929,60009,3.958755968433439
42799,43813,3.9594233782890336
33977,35037,3.9664818429629745
11767,85822,3.967234926279561
20205,21421,3.972766321961198
34088,35550,3.988625883468
30438,32761,3.9903146243754124
94648,97433,3.995718016084914
78990,80343,3.9981243982419183
67457,68933,4.000512410761502
29655,30883,4.002533361734889
76600,78104,4.0060732945981465
26451,27913,4.00797650589525
32759,33579,4.008358963158998
89937,94648,4.009565988250116
34693,36046,4.018862082366178
36046,37629,4.019259869287819
25859,27628,4.0237854419315475
3821,5542,4.032610815405467
44901,47006,4.033735428735576
21421,21589,4.034003846824129
18246,18614,4.034166919415308
78527,80331,4.035964351289191
42570,44511,4.044900199516603
75141,75264,4.049228393786299
36046,36366,4.055318970473822
42570,42884,4.0553514797839005
12777,14632,4.066313157429783
20894,21589,4.072327593241183
85927,87073,4.072628238396953
70300,71865,4.073645938647757
50099,50954,4.076596599666221
17847,19038,4.080653456868061
17440,19780,4.081012727397741
107418,108917,4.081839495823869
69996,71860,4.082019593306024
72571,73714,4.082163495336366
86228,86670,4.085591989531552
73273,73807,4.085756692573591
25281,26727,4.092880017522571
114971,115830,4.098914442506073
35904,37229,4.1003263338742455
37819,39429,4.101019946555863
78933,80343,4.1027452717021875
109074,110395,4.109248571953436
33856,33977,4.112027542992464
3405,5348,4.113227593547718
59803,61174,4.1156098740601665
94376,97433,4.117201585440143
85670,87833,4.117412872783996
81693,83207,4.119069386220245
33152,33856,4.119261742140665
43783,45496,4.121384102657555
20205,20889,4.129176953068588
25813,26207,4.129310470993725
25606,27072,4.129557158174331
110997,112122,4.129571507223428
77853,78820,4.13052452863958
25336,26366,4.140905208720717
57439,59072,4.1428205779883855
34693,36366,4.148052988689839
51576,51849,4.152050787633216
38414,40326,4.158422993389994
71681,71908,4.159281227548201
20885,21589,4.1595544734805685
71683,71908,4.1596583309171615
72220,73620,4.165524115540671
74666,76127,4.167014285527549
10602,11407,4.168567890166249
78401,79374,4.170605272952356
71860,72683,4.174841149803899
81304,82514,4.177241500833776
57669,60718,4.1790672846603485
15900,16369,4.181709516683122
65936,67464,4.182106149270286
45101,46974,4.183533231693785
26241,26727,4.18372563465348
95294,95347,4.18524837183598
38170,39757,4.185375509694521
16537,17593,4.189066097693484
44382,45101,4.189433191129654
61199,62322,4.191006979753986
75264,76297,4.195931996613451
80112,81266,4.1962794595590385
52633,60000,4.197377508219812
84405,85423,4.197592057749227
33579,35037,4.198447257043448
72683,73807,4.205926407343131
41037,43783,4.209843231930985
36366,37629,4.22015328260936
18907,19860,4.223823080164455
20535,21393,4.224244425386805
18532,18614,4.2247156307322635
20713,21589,4.225846549928734
70090,71865,4.226200901759166
81304,82545,4.227975176260465
61932,64004,4.235075396019041
45080,45941,4.236560150929585
94141,95168,4.239131286178449
60718,62434,4.24242013706845
103413,105102,4.247053204543997
50371,52419,4.248313327395587
85355,86742,4.24857634303519
9480,11569,4.248686648328846
60823,62867,4.261255310319136
100751,103227,4.265593070152736
90496,92041,4.265725783195021
59747,62434,4.269370642696914
2920,3821,4.270855398302125
68002,69996,4.273514666586479
37677,38170,4.273641010050857
105515,106985,4.276081828319771
33160,34045,4.279902191267852
13254,14576,4.289846474642832
76276,77257,4.290635202327096
68523,70576,4.290758434910515
3504,5434,4.29086771899324
49583,50583,4.2991107938441235
5364,6537,4.2997993954201545
22549,23123,4.300616111364568
36188,37279,4.301180629429319
106481,107533,4.302283306279686
56647,57757,4.304290045579585
23972,24327,4.305581646314029
92791,93194,4.3064909241585605
31125,31592,4.31127669698673
2484,118322,4.312803345172657
57439,60260,4.317791025253532
45556,45941,4.318445397890042
35904,37677,4.318641281452314
68862,70090,4.321207726953117
57439,59747,4.325184344376872
17358,19343,4.325483341590946
36046,37826,4.330526067881923
102395,105858,4.3320711710922
36795,38170,4.332090793631863
85696,87073,4.3328852392014685
107418,109492,4.334418638441531
75695,76952,4.335082728114165
92161,93244,4.336298641055653
94779,96441,4.338602352623068
24244,24305,4.338887906718868
69427,69701,4.339169070308543
33579,34981,4.339494983071629
30883,31681,4.341650362231173
74395,74911,4.341792767528012
71352,73273,4.344135035795921
82514,82729,4.345929979142521
89826,91262,4.347031513971657
25336,26207,4.356597824463817
39863,41307,4.357391576705344
59929,61199,4.359620697308291
62956,65378,4.361618562431545
46701,48774,4.363652975818594
86170,86228,4.363951502616025
82545,82729,4.365966711178016
20635,20648,4.365989893544882
57363,60009,4.368612314810026
14146,15474,4.369561652872085
91792,93015,4.369810259735673
85267,85727,4.37013171878968
85727,86929,4.372698380832809
91971,92420,4.377828508018493
71053,72105,4.380941795477329
42884,44816,4.381135561424296
38455,40326,4.381628467218219
71352,73334,4.385132399717962
75141,75177,4.386612060885282
49593,51233,4.387156043644842
68702,71681,4.3891130634510525
68702,71683,4.391531200502679
87108,88601,4.391939151876608
78820,80343,4.3931323929972015
96229,97649,4.394477037800672
102098,104060,4.394749550972843
28734,30343,4.403601374522489
35415,36795,4.406276719722904
92791,94481,4.406831362041655
73334,75141,4.412901401062123
96229,97278,4.414552287955376
42313,43813,4.4179714908778
2912,3031,4.423289093743892
83153,85258,4.431126136064297
50371,51849,4.4449969348273735
17702,19038,4.445002542496369
74376,75264,4.447193482063611
39429,40706,4.449023243145826
25281,26241,4.449712946010229
74666,75411,4.456676059687001
111188,112948,4.4571185215803055
19893,21281,4.457592495177659
11484,12828,4.460044795423528
102618,102624,4.468072834975105
76470,78104,4.487416992901589
37629,37740,4.491683747340788
68523,68862,4.492744741412079
67464,68523,4.4959059152726955
105102,105138,4.498837856458519
68933,70300,4.501062646544986
42568,45101,4.501961115810286
77634,78918,4.502155728643114
36850,37826,4.504015603244545
70576,71536,4.504539297106769
31700,33347,4.505041667383974
92791,94713,4.507157819543301
42312,44191,4.508318955412127
35415,35904,4.5107199507246944
3179,5542,4.5110966333996965
36046,36850,4.519092602736455
101421,102281,4.520901613552884
62956,65477,4.5233791745563385
74857,76600,4.525261286688605
24674,26241,4.526616096669471
34444,35904,4.528923618159837
44471,44901,4.5291188672521425
59072,60260,4.530388436070132
58001,59774,4.531315887531122
107259,109857,4.5317582680709405
5348,7588,4.532359938013657
30438,32768,4.53324072628168
68702,70069,4.533665999268197
37504,39794,4.533706301154302
71352,71865,4.53579406053278
112122,112623,4.535894273291128
45941,46974,4.537692508672445
34834,36377,4.5415182735372825
25985,27288,4.5438232558561
111954,113368,4.543893844729705
21589,22957,4.547429877381329
67669,68933,4.551627114445596
55434,55642,4.552534467169797
96468,97804,4.556284743779079
51849,54463,4.561624579701769
40706,42515,4.563128647920461
59747,60718,4.566171913664037
30788,32759,4.567098111421881
24331,25336,4.568370311028289
101847,102624,4.5706416428270815
69996,71536,4.5806210194969745
765,2081,4.5855048387579105
86742,88192,4.58605078314637
91117,92175,4.590117556813579
77634,78104,4.590392527206201
84143,86228,4.59754147338822
32349,34045,4.601866101337265
89908,94648,4.603735205673817
89931,90185,4.606365889374888
103413,104887,4.608838855964153
38835,39906,4.6118001971154765
73273,75264,4.617778267488171
17608,19038,4.6204460913566
36284,37279,4.620715039681776
50954,51839,4.621251218312469
110538,111022,4.6216827015866935
57439,60009,4.628782555814217
17448,18614,4.633356558646207
21444,22701,4.634421099422367
36795,37229,4.63692229539677
17358,19167,4.644024851998843
42568,45556,4.647020882817527
79992,81126,4.647699432422992
74857,76470,4.648954891340736
22449,22797,4.651694261611176
112748,113881,4.651957195019095
76600,77634,4.654013474457559
56343,57936,4.65507910252426
65936,67472,4.657429578614991
96837,98337,4.6576729334753715
96757,98337,4.658328631438206
46733,48319,4.658552689034601
76127,76267,4.660803016591129
89931,90496,4.668310177778218
82080,85822,4.668792540799793
7083,8837,4.67337043477255
3179,4427,4.679265425195094
70638,72370,4.6849702165312035
7083,9007,4.687308219855659
36377,38164,4.691381263133949
43023,44816,4.691535207666957
38070,39757,4.6965775908216205
20535,21248,4.699371400402974
45556,47854,4.704467579976077
107380,108085,4.710409543042446
26241,26311,4.712003023890019
92041,93506,4.7151287081197735
14632,16826,4.71635459827394
12770,12843,4.719583158285182
109410,109937,4.729967286993229
21589,22509,4.731849162428211
76276,77070,4.732607781747735
14328,15863,4.735870161735112
21402,22449,4.74826460044792
24327,24436,4.750518124682473
746,2599,4.751022625640247
92175,93805,4.753617161665321
14632,14668,4.756476236538797
86974,88794,4.761023554597484
35228,39794,4.762963881930889
24674,25281,4.765321268349753
97278,98036,4.767190525841858
102485,104234,4.767255281372552
44382,48002,4.767999314979945
95501,96229,4.768958535834478
104858,104987,4.769608109169529
22797,24331,4.7734064851808515
92041,93864,4.774777426723745
20455,20635,4.78558205764357
104732,105138,4.786754280974725
19038,20635,4.790357686109783
58758,59747,4.792960074752647
54463,55425,4.795092125652026
84880,86263,4.797333230109929
14668,16335,4.797749978063526
6686,8886,4.798547601220045
49583,49669,4.801952617222673
75458,78527,4.802113314227
68862,68933,4.808451096392069
76333,77853,4.810805775414775
