HIP_number_a,HIP_number_b,distance
114570,115022,0.9340098877727753
97649,97938,0.9480389972893887
112051,112158,0.9527503111856006
87933,87998,0.9549227219992401
70104,70574,0.9566132336304417
68282,68523,0.9630936216398784
37629,37826,0.9638162287676962
99639,99848,0.9710940993506191
25737,25930,0.9757621241664556
101612,101773,0.9787823070556898
17499,17847,0.980233228197404
70104,70576,0.9812691536878405
2505,2920,0.9842617586333643
43023,43347,0.985455406592442
76371,76829,0.9862286558165971
17531,17847,0.9917098007341848
28360,28404,0.99186599765853
21421,21683,0.999039211538058
15863,16147,1.0021348511134762
16335,16826,1.007178118333389
60697,60742,1.0072086746771671
99675,99848,1.021812613233268
99303,99770,1.0225429449686785
104521,104858,1.026301082887649
50555,50676,1.0304750405548357
62434,63007,1.0349520137599604
73273,73334,1.0362547105565227
93825,94114,1.0365023765629557
44626,45238,1.042625389163618
74117,74449,1.0512475702078987
31592,31700,1.0576884579914314
16228,16281,1.0669919146598184
64022,64394,1.0690770908946692
26237,26241,1.0716069165618864
77070,77257,1.073184569744333
7513,7818,1.0935258229489413
25142,25473,1.095417882527505
24244,24327,1.0960036153851394
51192,51849,1.0988374935407514
51192,51232,1.1023465929467289
67669,67786,1.1056151935715317
43409,43825,1.1058296383491157
38070,38170,1.111392299202224
42570,43023,1.1124422768748166
42402,42799,1.116359338990248
45101,45856,1.1246289483195635
66657,66821,1.12660959884271
94481,94713,1.1333043606334974
115250,115623,1.1374857264211493
116631,116805,1.1419561426137133
16147,16335,1.1464776186008045
103632,104194,1.149600307610635
16826,17358,1.1503890877537746
93026,93429,1.1539150449573201
63724,63945,1.1539310109025425
80704,81126,1.1543103207087082
44127,44471,1.1568788743415819
78820,78990,1.1590975888497792
26311,26736,1.1599914430105749
80911,81304,1.1615825804008109
78821,78990,1.1618301811288128
3300,3801,1.1637490007538847
20713,21029,1.1654993241808007
26199,26237,1.1667686646931266
36366,36850,1.1697486576349592
85340,85755,1.1711954883423397
19587,19849,1.174031231575998
35037,35205,1.1763211293513047
17351,17797,1.1840487804672888
22667,22957,1.1873601477380458
37297,37819,1.1897524941064386
29038,29426,1.19624727771575
82673,83000,1.199131517707078
94005,94160,1.1999343243035556
84606,85112,1.2055931743940123
112519,113116,1.2070447060434217
71762,72125,1.2111821693855982
36431,36795,1.211369798643042
86170,86670,1.2223831590703398
8837,9095,1.2388556092343346
90098,90797,1.2393995019129007
33579,33856,1.240224879671655
60710,60823,1.2430787749677417
101958,102281,1.244454714357722
23607,24010,1.2508826741973091
19343,19812,1.253459251300978
20732,20894,1.2588600165644828
40274,40706,1.27218923557753
88192,88601,1.2761682873727007
60009,60718,1.2816484326712931
42312,42884,1.2844816290693948
109492,109857,1.2859162034842784
67153,67669,1.287876946550601
84970,85340,1.2891973526892495
114341,114375,1.289793403099652
20042,20535,1.293071423035127
22797,23123,1.2962973525598258
102281,102532,1.302078520871801
112440,112748,1.3042443060871454
88567,88839,1.3074266327510178
17587,18505,1.3115120755499226
106801,107418,1.3133011412170221
34444,34981,1.313626790986711
106032,107119,1.3173717557727531
62327,63003,1.3179844602966981
62268,62434,1.3180755586615633
61585,62322,1.319989929651273
38089,38518,1.3237104972591154
21029,21421,1.323912109874462
72683,73273,1.3285682848725568
80763,80815,1.3290460055672493
35210,35412,1.329159491254936
102618,103045,1.33095887451674
71121,71536,1.3350371254770257
20732,20885,1.3355856139478528
80079,80473,1.3426746417490858
25302,25473,1.353908052139359
122,2021,1.3546084468466943
26311,26727,1.3560122058749846
110609,111169,1.3568209945662986
69996,70576,1.3637141749330002
58758,59072,1.3678760623676618
47391,47854,1.3687220308427246
61966,62268,1.373627932631322
2072,2081,1.3739236550909322
98162,98688,1.377315153514456
114855,114939,1.381675497570656
93683,94141,1.383578434385548
25930,26311,1.3860005288491892
99770,100044,1.3862516484919325
3821,4292,1.391658709563505
110256,112405,1.3928575022674372
59072,60009,1.3932087475718848
89908,89937,1.3952187503066895
74376,74911,1.395712469772526
22449,22549,1.3979994619077347
38518,38957,1.4030453934763827
79593,79882,1.4067808859610775
101769,101958,1.4100796895240095
14354,14817,1.4129508011575955
77840,78265,1.4184870713086137
58484,60000,1.420490819339909
27628,28199,1.4233354294894498
93429,93805,1.423713621400525
80079,80112,1.428971938514877
17797,17874,1.4301739719747106
6686,7294,1.4324209182134504
67627,68756,1.4345110879454177
54463,54751,1.4349619419907957
43783,43937,1.4356793551868618
57669,57851,1.4365204144921488
88149,88192,1.4402072699027983
94114,94160,1.4404351978464323
23972,24436,1.4430677639275291
104887,105102,1.4431806796124225
37173,37229,1.4439524116336437
69996,70574,1.44396893460237
63945,64004,1.4466474085605243
106723,107188,1.447267601704177
82860,83895,1.4475235225819412
20648,20889,1.4553399313368782
85792,86486,1.459460906995846
25336,25813,1.4614019550730255
81065,81852,1.4644661419314284
51232,52102,1.469746684038083
14576,14817,1.469929598334132
86670,87073,1.4723541931922213
58867,59072,1.4751693464798867
114939,115033,1.479185772153728
69713,70497,1.4830882220532762
96100,97433,1.4837112109123236
34444,35037,1.484523800904461
114119,114375,1.4851281950412532
79404,79881,1.4883251950640637
50191,50799,1.489449020244514
13879,14354,1.4895724053169466
113919,114570,1.4983852332696508
76297,76552,1.5018755664658652
101769,102281,1.506552161366978
52102,52468,1.5083730066253551
49402,49841,1.5100113639131623
38500,38518,1.5106326835305748
88290,88601,1.5110899203787242
25923,26199,1.512118890030484
12719,13209,1.5159772524520578
9480,9598,1.5187138761637278
42624,43023,1.5189587389276733
78592,79101,1.5195944441652043
14838,15110,1.5246273624026854
16244,16335,1.5267504500171551
30277,30788,1.5314476072989853
26311,26549,1.5346637130039893
93174,93825,1.5353593005628754
4422,4427,1.5356944797374144
26311,26551,1.5358045945599788
18216,18673,1.5358289592008916
8832,8903,1.5364473319012726
67457,67669,1.5385378467529027
26199,26563,1.5412387035110027
39429,40091,1.5416499400824057
34834,35020,1.5526688529502428
102098,102724,1.5533551876604526
76952,77512,1.5537905502446148
24436,24674,1.5557887772988082
3031,3092,1.5582448423859552
51232,51849,1.5590691607469493
57669,58758,1.5595524179180054
26241,26563,1.5596467444238797
26551,26736,1.5604187749925305
26549,26736,1.5619215002676827
24327,24845,1.5628497803440051
21029,21273,1.5648317822466464
97679,97886,1.56886310269867
27949,28358,1.5726861717072098
28816,28910,1.5745559310193893
20205,20713,1.577576144139745
78821,79374,1.5802300017996904
34834,34899,1.580757195649954
78820,79374,1.5822827983563004
45080,45496,1.5828530686413778
111169,111674,1.5852452137322988
18744,19780,1.6022036362688452
67153,67457,1.609337265572592
34981,35205,1.6141695033612957
20894,21273,1.6176341583301488
101589,101958,1.6192970153321098
25737,26311,1.6235142749832958
42726,42913,1.6297989276180966
110960,111497,1.6340566333472242
22509,22845,1.6368909281978106
85927,86170,1.6376359354505794
25923,26241,1.6410314646694009
67472,68245,1.6434629206914793
16147,16826,1.6435383797695076
88192,88290,1.6498747117752566
57363,57851,1.6502105431011724
57581,57851,1.6502995204405302
110672,110960,1.6559501510177956
80047,81852,1.6600137386663611
64425,65271,1.6625559581297213
91262,91926,1.662904153500408
60351,60697,1.6676998052328589
51849,52102,1.6773524155865616
76470,76600,1.6810066492563205
67464,68245,1.6828217383708437
11001,12394,1.6832608804412637
91262,91919,1.6850621603122562
3821,4422,1.6853726389215988
30438,31407,1.6882453474069532
21273,21683,1.6921408265030662
20885,21273,1.6926075655264305
70090,70300,1.696967359597354
57851,59072,1.6993042929899154
101958,102532,1.7002154401767948
37819,38455,1.7012973792233936
61966,63007,1.7040521518813392
35210,35415,1.7069993395517622
115669,116247,1.7119004438517385
50372,50801,1.7147888213714073
38414,38455,1.714938188099848
78933,79374,1.7160511877741391
68245,68862,1.7199881375409314
34981,35415,1.7211771504457674
10064,10644,1.7234263784987809
59196,59449,1.7238122807015235
80343,80569,1.7248294739553076
17313,17448,1.7253326945680638
25923,26563,1.726780782750011
3179,3821,1.729091840450599
27639,28380,1.7296881329411011
17351,17874,1.731253707398547
43234,43813,1.7343885154694525
57328,57380,1.7346164720462642
62012,62867,1.735152629334398
56561,57669,1.7352447258013644
46509,46776,1.7353070006143743
45496,45556,1.7376609748728855
21273,21421,1.7379700037246018
93085,93683,1.7382088615068747
29038,29434,1.7382480308633579
27810,28199,1.739317285169264
67275,67459,1.7417725432377098
36917,37229,1.7421043405718175
13531,14328,1.7468446363950207
57669,58867,1.748290962828353
106985,107556,1.7505538884357938
32438,33449,1.7511414485983572
20732,21273,1.755571946257727
84380,85112,1.7571286701863473
4292,4427,1.7571473090569791
85696,86170,1.7588076751440467
20732,21029,1.7603806285174173
16244,16826,1.7621158778333719
25142,25302,1.7639743648713535
74449,75264,1.764453306849921
78990,79374,1.772820482654894
22678,23179,1.773201683605845
58867,60009,1.7791084405364805
51576,52468,1.783964152410578
114724,114939,1.7908507693834508
36917,37648,1.7947178392611118
59173,59449,1.7949797534267773
62867,63724,1.8013634803394418
77635,78265,1.8068014068288305
96757,97365,1.8073903503935476
69483,70497,1.8109594324433287
43937,45080,1.8156321006291014
50371,51576,1.8162223913259459
86670,87294,1.8235285908833878
12719,13061,1.8250342591962638
50676,51192,1.825957696320929
20542,20885,1.8292934146814732
59747,60260,1.8298824217944736
114131,114421,1.8348855228840095
96837,97365,1.841485309204198
58758,60009,1.8434026818615967
95853,96441,1.8439358680893339
24674,25247,1.8440313859215076
27639,27673,1.845024358301517
20885,21421,1.8461138463167597
93244,93747,1.8477861498726078
76267,76952,1.850141591090397
25281,25737,1.851422985269325
112029,112447,1.8552105666250593
20894,21421,1.8558623289069274
117863,118243,1.8567221345059635
110351,111022,1.860697277628094
19167,20070,1.8617376967021895
88267,88886,1.8618956649664957
38164,38518,1.8621829374974999
29655,30343,1.8667505791319805
93542,94005,1.8765555980609794
20205,20732,1.8807635135688996
88048,88404,1.8818556626409344
24927,25606,1.8820310908676208
73807,74117,1.8851432669633337
102724,103089,1.8859272566790535
95168,95176,1.89222649219779
42536,42913,1.9017603173580961
20542,20713,1.9037958310781375
61932,62867,1.904009812122349
78655,78918,1.907549702551715
27483,27639,1.9109690679187457
1366,1473,1.9120872338170594
37229,37648,1.9158716321868228
20542,20894,1.9160219161180436
29426,29434,1.9218398290613683
75304,75501,1.923985845175567
91117,91726,1.9246089508740478
52102,53253,1.9256665907637038
108874,109074,1.9365343587015829
91262,91971,1.938481751224557
36917,37677,1.93890897096116
67153,67786,1.9394261414788267
46950,47175,1.9477740859433672
22449,22509,1.9483017087119705
108431,108870,1.9489084007742035
53253,54463,1.952092861074722
110609,111022,1.954029042248599
24340,24813,1.9565755811664687
27830,28237,1.9582631563260826
19812,20070,1.963262647984625
51986,52727,1.9633644898576297
77512,78159,1.9634060808638212
10064,10670,1.9666846222854195
20713,21273,1.9683242124239468
46776,47431,1.968514560523869
63003,63007,1.9687933889088491
45811,46390,1.969678619908709
80473,80815,1.972807813018722
49637,49669,1.9730385414923228
92420,93194,1.9760193906606147
51839,52633,1.987477352119261
20542,21029,1.988937521995348
68002,68523,1.9934723722496213
4151,4422,1.9936947144725734
42568,43783,1.998255873005232
67275,67927,2.000478017352947
109754,109937,2.0080151793422405
91926,91971,2.009068871040345
73568,73745,2.0093697358199862
101589,102281,2.00949180312693
55425,56480,2.0153572850494137
27628,27810,2.0160807469055357
72683,73334,2.0163667332053206
35037,35415,2.0185919822893315
64408,65109,2.019790118204252
51849,52154,2.0202629178536657
116928,117245,2.0225051594310637
100310,100345,2.0240646508303124
107136,107533,2.0245034734561944
76945,77634,2.025601244789774
80112,80763,2.0283229603373205
39429,40326,2.028351422560461
88635,88839,2.028381034542191
26221,26563,2.0319049193916157
26224,26563,2.0323915046646888
26220,26563,2.035152694262075
73807,74376,2.037052789037645
13061,13209,2.038465643639184
20542,20889,2.0410289888157096
25247,25923,2.042440539390406
99303,100044,2.043875365715884
57669,59072,2.044500241417799
78384,78918,2.045556499299334
34981,35412,2.05251500950882
29807,30277,2.055093381164113
20205,20455,2.0574770697641793
75141,75501,2.0602579648351447
33152,33977,2.060744583928346
91971,92791,2.0614073759556724
70306,70753,2.064144968868837
44599,44626,2.064573822195606
91919,91971,2.066744105431195
97278,97649,2.070520606237438
97938,98036,2.0715870181653884
98066,98688,2.072560193492307
17651,18216,2.07751097538504
20455,20885,2.078524751541484
42913,43105,2.0801764678368473
16335,17358,2.0805859531946753
13254,13879,2.0810054459075795
42570,43347,2.0818514284940703
50954,51438,2.084316244555216
25923,26221,2.084524382964337
25923,26220,2.0856773220321645
25923,26224,2.0875837903734613
80569,80894,2.088291514398865
20205,20542,2.0887308339732007
102485,102978,2.0902511811385613
20455,20713,2.090581712791575
45496,46701,2.0914660712221864
80112,80815,2.092827447831155
70069,70264,2.0954389811859557
20648,20885,2.0996135578352018
94376,95081,2.105709227973391
21029,21683,2.111746657552343
25044,25737,2.115108365606653
20648,21029,2.1154143777371175
17448,18246,2.1175204381890604
20455,20889,2.1213286650673706
9153,9884,2.123230045369812
52468,53253,2.1238224556098344
25044,25281,2.1258275751558795
34834,34922,2.1264319723965137
15863,16335,2.1297441060074562
42726,43878,2.130792151710493
18597,19780,2.1332937880348464
20205,20885,2.138802917697379
33856,34444,2.1398282552865204
51192,52102,2.142231237697102
69112,70692,2.142244685999319
42568,43937,2.142306521069111
59929,61585,2.1428065862324424
71536,71860,2.145160467595029
59199,59316,2.1451783445370913
103089,104060,2.145437956650486
111104,111944,2.1477411514621076
20205,20894,2.14780499846164
71865,72800,2.15146477267124
62268,63007,2.151888392901533
70692,72607,2.153329650233853
101093,102422,2.153819212617296
66234,67301,2.1596266706119787
8833,9487,2.161862734514042
20455,20894,2.162171602134519
86742,87108,2.162352011569275
4151,4292,2.1647399315289464
76552,76829,2.169412365669156
87294,87936,2.1705702606179944
100587,101076,2.1718033547214444
61084,62327,2.173667535878235
35205,35904,2.177278767187962
116584,116805,2.182090566808091
46974,47391,2.1845339247697693
96275,96757,2.19026911203143
35904,36514,2.1904831781039036
14354,14576,2.1918152530709127
87933,88794,2.192207170218916
20648,20894,2.1925328290388677
43109,43813,2.193754419678571
84405,84970,2.194813924637072
34059,35020,2.198527476053855
95372,95947,2.201970013842032
24244,24845,2.2053720329781488
13879,14576,2.210803853207645
13268,14382,2.2122366540799194
17587,17884,2.2129952441002576
19812,20354,2.21695438831186
45556,46974,2.21816562067816
62867,63945,2.224028003450331
1599,118322,2.2244383638957803
25859,26634,2.225073208332616
99824,99874,2.2251325330132556
54301,54751,2.2278898150088655
56561,57439,2.2283278209734543
46701,46974,2.236147332381128
27072,27654,2.2364378153408744
110538,111674,2.2382051849121125
42515,42828,2.241143212180614
27913,28716,2.2416403457010605
38414,39429,2.2418831972490887
37229,38070,2.2467923735762616
57851,58758,2.247760375874758
65477,66738,2.254123976410558
7607,8068,2.255361326046515
110395,110960,2.255466642317878
92041,92855,2.2564964344409355
20455,21029,2.2686208942896724
3300,3504,2.2697863209420883
77952,79664,2.2730240599033
88149,88601,2.273676732168778
93174,94114,2.2758866400139888
12390,12770,2.2761174025845032
102098,103089,2.276759838587004
41639,42312,2.278057062964284
37173,38070,2.278274115196476
66657,67234,2.2800225700281698
9009,9480,2.2803693275589625
30772,30867,2.2809130058447553
76852,77450,2.2864442626182697
106985,107188,2.2871997435748104
1599,2487,2.288395757236602
80763,81266,2.291406875201365
110538,111169,2.2916023045091607
1599,2484,2.293800558754058
21444,22109,2.294140172221267
32362,33202,2.2957559623081654
105199,106801,2.3002922489386872
41037,42568,2.30113297441036
31700,32349,2.304337807576432
60823,61622,2.3077420081715756
31407,32761,2.3149324976998074
33347,34045,2.315499529220289
20648,20713,2.318705093532166
50801,51658,2.32140328416363
39095,39906,2.3266225219812564
109857,110991,2.3320817970534535
102724,103632,2.334015878752519
69896,72370,2.3412425243523787
100064,100345,2.3490370285530706
25044,25302,2.3504556869952458
34444,35205,2.3527042380168033
107259,107418,2.3533226158385023
75264,76371,2.356936951187295
45075,46733,2.359141188870646
80343,80975,2.359910250169943
25930,26736,2.3601015331022173
79101,79992,2.361872546157122
24436,25247,2.3624017645486144
2505,3179,2.363598898614324
63007,64425,2.3656258443176923
19167,19812,2.3666497085218015
80112,80473,2.367190388600114
36962,37826,2.3705487058037247
80079,80815,2.371694202528893
50099,51438,2.3745627593558774
58590,58948,2.375419272544465
42313,43109,2.3770999626494866
84970,85755,2.3780465099992
42313,42402,2.37822868566773
112623,113638,2.3784798913651235
27288,28103,2.378822250862386
35037,35412,2.378834035594108
100044,100453,2.3846191872294664
87936,88726,2.384631416003569
93825,94160,2.385235004756332
92043,92161,2.3864160545312623
26237,26549,2.3901346760016056
45941,46701,2.390284459792255
26237,26551,2.391691559735143
61199,63613,2.3927937853891774
38455,39429,2.4004024751399284
78401,78990,2.401934564938121
107119,109400,2.4040427649232203
93506,93864,2.4045226830510087
80179,80883,2.407030890351262
3693,4463,2.4110122302504893
73807,74911,2.412291044148098
13879,14817,2.41247389871144
109492,110991,2.4146564501889927
100027,100345,2.4155509668156165
26069,27890,2.415559468639777
37229,37677,2.4157672915034847
45856,47391,2.4211088402422734
76371,76552,2.4227941887008444
45751,45811,2.4254412606840847
90797,92609,2.428666342820879
21402,21589,2.428830217335067
42536,43878,2.4291545922311197
87998,88794,2.4302606144839913
113919,115022,2.4320159413819105
31978,32533,2.432064128513497
39211,39863,2.433759859724391
65378,66738,2.4344211301085847
36046,36962,2.437216345497144
62867,64004,2.440946857159991
17378,17593,2.44370540702888
11001,12876,2.4469979916175175
39903,41037,2.4476207043706824
76705,77634,2.4483100247775393
57851,58867,2.449733230913299
45688,45860,2.451564720532405
110130,111310,2.4553405479746497
25539,26451,2.45951753775366
86670,87261,2.4601242859581824
32768,34059,2.4638291535863397
39953,41039,2.4640913994890363
78401,78933,2.464728447822845
20713,21421,2.466783997506617
59449,60710,2.47087460079508
14632,15863,2.4771002312629435
39138,39903,2.477237853636126
23364,23972,2.4774771956605663
24331,25142,2.477809267592887
16245,17440,2.480587718372623
28103,28910,2.4811112912122133
93026,93805,2.4816490751407767
77233,78072,2.484113269672609
80473,80975,2.492834974528392
42624,43347,2.4957214243747305
87073,87936,2.4992268978964143
23362,23685,2.5024722588225026
19343,20354,2.5066492966257803
75695,76127,2.5082905563778284
50676,51849,2.5151723442074885
74117,75264,2.516767863373795
58867,60718,2.5171174619797863
94779,95853,2.5207089046859994
27673,28380,2.5225765407998826
60823,61932,2.5264331895963354
26237,26563,2.528755176527653
102488,102589,2.532290155523075
37173,38170,2.539263946053841
77070,77622,2.5396423529437553
112716,113136,2.5418186332031283
68002,68282,2.5437619073507305
115438,116247,2.546865105715035
746,117863,2.5480269350118543
9640,10340,2.548566865752185
20894,21683,2.5521544114361636
109111,109908,2.55308714897045
21273,21589,2.5575531456160823
43783,45101,2.5585837917810585
16537,17378,2.5614268092620778
25044,25930,2.5623597468901154
75177,75501,2.569475218303401
43937,45556,2.5709819700862133
61622,62867,2.5722228609297035
47854,48002,2.5722549826669954
36962,37629,2.572316967446744
20885,21683,2.572532051924937
54872,54951,2.5843267687786056
76669,77655,2.5852555293980584
72125,72659,2.5883267217980976
28734,29655,2.590526808621302
111022,111169,2.591744149152766
32249,33202,2.5939837225630957
17884,18505,2.5986875136013086
15863,16826,2.5999981308369273
85927,86670,2.6006483037938577
61789,62896,2.6008603677898448
94005,94114,2.601335720325763
86170,87073,2.602485133915728
92782,94648,2.608456978962839
25923,26237,2.608618504377339
43783,45080,2.6111100772968827
51192,52154,2.611357462993644
60351,60742,2.6155329809643884
50676,52154,2.6197810554033896
88839,89678,2.6202939890573793
28910,29735,2.6228788541562493
44191,44816,2.623176261226233
42913,43878,2.6255077520448658
76852,77661,2.6259479221433892
23364,23875,2.626152513884401
19780,21479,2.626946031788186
38170,38835,2.6285843939745757
14668,15648,2.633233722872254
92024,93015,2.634216648819522
57439,57669,2.6355926021993694
51576,52102,2.636061772543162
37297,38455,2.63616131496062
34481,35228,2.640514233106929
63355,64241,2.6411370713861286
71865,72010,2.6419586773995913
35904,36917,2.642152039816255
67457,67786,2.6431338959105934
59072,60718,2.646734866001675
88726,89112,2.647146140607738
104019,104139,2.6474768928476307
114119,114341,2.648923692605215
23767,24813,2.649659197243134
20205,21029,2.649865847535092
32349,33347,2.650311658351957
75141,76297,2.6526320522964255
38089,38500,2.6539851305390556
44901,45493,2.657893569480267
45496,45941,2.6603642026449794
19167,19343,2.6606131259041486
51576,52502,2.6611200109960134
58758,60718,2.664250655643386
77853,78207,2.665919307608031
60260,61966,2.666377160944318
62434,63003,2.6668599698875464
71865,72104,2.6718182005815567
37648,38070,2.6723342161802677
20205,20648,2.6739302787997086
116771,117245,2.674661254359336
69896,70638,2.675375968974211
101769,102532,2.67590616300883
38957,39953,2.677239342883955
59747,61084,2.682090668454494
42313,43234,2.683876543399695
40096,40326,2.6842348069594317
59929,62322,2.687146497981907
2920,3179,2.688087263980552
86263,86565,2.6884505763135906
94376,96100,2.6899623012571805
51849,53253,2.6901792006546184
8928,11001,2.6902672975090853
42313,42799,2.690555878382289
51232,52468,2.6919333384512947
71762,71795,2.691957638480247
89908,92782,2.6920881858596384
30343,30883,2.692476118125097
92175,93026,2.6950675339805508
86929,88866,2.6997693246908603
68245,68282,2.703845403773439
97649,98036,2.705349400345052
25737,26549,2.7102285341761427
25737,26551,2.712962147976844
113881,114155,2.7185756832994215
62322,64661,2.719643521114043
23416,23767,2.720859375568231
99848,101138,2.721465534616858
89642,90185,2.7241271215320366
49029,49637,2.7241667408913472
38089,38957,2.7245191561107123
97433,98702,2.7272136818187986
47908,48455,2.7279475528509707
22701,23364,2.7331973747251856
34444,35415,2.733696272839449
23595,24659,2.7357745194773826
89112,90422,2.73587528899603
25930,26727,2.73611488693782
56127,56647,2.738338063443227
41639,42570,2.7393289927940474
22957,23607,2.7402045572583384
23416,23453,2.7490727574709637
88866,90098,2.7508859433187927
56922,57936,2.7512128320008498
89678,90496,2.7519114332333534
106278,106786,2.75248624091955
60823,62012,2.7538190886070826
110538,110609,2.7567807613522204
89341,90289,2.7568884562105813
96275,96837,2.7613366260340007
42799,43234,2.7628929200097727
3504,3801,2.7649640042949235
60260,60718,2.7680803345231286
98412,98761,2.772509481289495
16147,17358,2.7772158843681605
25813,26594,2.7774146899648344
25737,26736,2.7777721009478418
53954,54872,2.7821589603046504
36514,36917,2.7844009288962557
92024,92609,2.7874062377270485
77233,77450,2.7874685514741557
95501,95585,2.7878787648166945
29034,29807,2.7886184995193446
68520,69389,2.790053608716309
83613,84345,2.791985924420584
20542,20732,2.796123887948711
56561,57851,2.8018353947449466
12843,13288,2.8037731256003586
26634,27810,2.806085102739367
93085,94141,2.8086111857924605
43105,43937,2.809975862258373
25302,25930,2.8100146834089985
45856,47854,2.81009084647955
28199,29034,2.816595503590289
25281,25930,2.818334864882193
6692,9009,2.8194253870075343
50555,51192,2.8239977484509797
16244,17358,2.8240099809586265
53253,54751,2.8260054626404134
42884,43347,2.8300921086280266
75695,76267,2.8306085568289028
27100,27890,2.83063402600766
73273,74117,2.831565324900481
38835,39757,2.83204571317155
83081,83153,2.833148713494641
33977,34444,2.83348742884092
38518,39953,2.8348341826985317
23972,24674,2.835022676376472
101474,102488,2.8376823580578225
78639,80000,2.843157468688204
23179,24340,2.847232143734461
67472,68282,2.8487226610146408
25945,26451,2.8504003484420752
25930,26549,2.851499521810057
97365,98337,2.8528285373918756
25930,26551,2.85330212037884
50676,51232,2.854584014269321
27483,28380,2.8579042637216827
50555,52154,2.859235257578819
89678,89931,2.8594768469991885
36850,37265,2.8601771044037863
25142,25336,2.863019933589056
